NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210059080368;2023;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1223;1194;1203;1213;445.2;544.3;589.5;501.2;CAEDBCBCCEEBBCADCEDABACBDACDBBCDBEDEADEBBDEBD;ABCCCBDDCDCECCABCEBBDCEEADABBDCABCDABBDCBAEDE;BEBBAAAECBBEAACABBEDDCBBABCCADEDABCEBAEDDBDCC;EDDCCEAADCBAECACDBBBDCBCDACBDEABDCEACDCBADBAC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;100;80;100;60;460;E;E;A;A;3;B;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
210060708964;2023;3;F;1;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;1;2;1;1301902;Itacoatiara;13;AM;1;1;1;1;1221;1193;1204;1211;524.8;539.9;529.5;617.1;DBDEBDCCDEDCEDBCECACEADDCDDDBEDDDDECDCCDCDDAD;ACCAAAAAACAAADEA.EAABCAAAAACCCAEAAAADEADCCDAE;DBBDCADADACDEAAAEADCAEDCEDADCBECABDBCEAAADAAC;DCACEDDADDDDDDABDDCDADDDDDDDDACAADABECEAAACAA;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;160;200;160;160;160;840;C;E;A;A;4;B;A;B;C;A;A;B;C;B;B;A;A;A;B;A;B;E;A;B;B
210058823483;2023;1;F;1;3;1;3;0;1;;1;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1221;1193;1204;1211;385.4;329.7;423.1;354.3;ABCCADEECBDADBEEECBCDAAEEEBDBEBEDADBCDBADACCE;DBBEAACCBDCBBCDCEADDAADBDECBCEABDCEDAEDAEABDB;CAABCCCADDCABCDCDAABCEABDDBDABDEADACBDDECCACA;BEAAECBDDBBDACBCACCDCEBACBDCDADBCABDCBCDADBDE;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;100;100;80;100;60;440;E;F;A;B;7;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
210058623989;2023;12;F;2;3;1;1;13;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;B;B;7;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210059787938;2023;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;401.7;421;504.3;421.5;EECDDCBEBDCBBDBACADEBDACDBECDECBBBDCAEBADBCED;CECACBDEBBBEDDBEBADBCECABAEEDCAEADBBCDEADCAAB;BAEBDDECEDBBCCABECDCDDEEBBEAEACACBAEEACEEEAAE;DBEBDEBAEACDEADDDBECADDBCACDADBDCBDCDCDAEEDEC;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;140;120;120;120;160;660;D;A;B;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210058646725;2023;3;F;1;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;F;B;D;5;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
210060770709;2023;3;F;1;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1223;1194;1203;1213;510.2;590.5;567.7;647.3;CBAABACEBEDBCEBBCBEABCEDBDEBCDACDEEBCAEEBEBBD;ABCDABDADDCEACACCDECDBEBAADEBEBBCEDCBADCBAADE;BBABEAAECBBEAACBDACDBCBBACCADDEDCDCDEAEDEECEE;EBDCCEBABDECCCDCCEBDAEDBBDCEABABEADCECDCBDACE;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;160;140;120;120;660;H;E;F;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210060452457;2023;5;M;1;1;1;1;2;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1221;1193;1204;1211;398.9;515.2;377.2;355.9;BBDBBADCCCBCCDDAEBBCAECDDBEABCEACACBCAEAADCAB;ABBAECABBCCBADECACDABEDBCBCADACCCADACACDCCDBD;ABBAEDBCBAAAAACEDBCACECBCACBDAACABCACAABCBDBB;CEABCBCACCDCEABDDDCDAECEBACDDBEABCBACDBEDCDBD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;100;120;100;80;40;440;B;B;B;F;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210059937540;2023;13;F;2;3;1;1;17;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;469.5;361;333;336.4;CAECECBBEEBDBCDBBEBECEDDDADAEEEBBBDBBCDCABEDE;DCDBCBDABDBCBDBCCACDCCCCBCCCBCCCBCCBCBDACACCB;BAAAACCCBCCCDBDCCADBDCACBCCDCCBCBDBDCDBCDBDCC;EDCBCBCEADCACBDAADBBCADEABCDDBBDBDBDCBDBDBDCD;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;100;120;100;0;440;C;B;A;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
210059011158;2023;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1224;1192;1202;1214;406.6;523.2;521.7;671;BDBACCBECEBCEBDDEABACCEADBBABDCDEEECAEADBEECD;DBBCBEECCDCABDBBDBBDAABADDBAEACCACDEECADEAEDD;BCBCBABEAEDEAACDACBCEABCDEAEDBBDABCDCDBDDDCAB;EABDEDDEBEABAECADCBCEBBCECEBCCBCDDDBAABAABCDA;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;80;120;160;120;600;D;E;C;C;10;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210059669700;2023;1;M;1;1;1;3;0;1;;1;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;7;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210058314428;2023;3;M;1;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;7;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210060386365;2023;3;F;0;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1223;1194;1203;1213;529;593.3;467.2;584.6;CDDACEDACCDCAEEDBBDABECEEDCDBADCEECBCBEDBABDA;ABCDCADADDBAACECADCDDADABADEBAEBCDEEBADCDBADE;CEBBCAAEAEBBACDDDBEBABABAEABEBBABBDEAAECDABBC;EDDBEAACAEDCCCBDCABECDABCEEEABEDCAECCABACEEBE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;140;160;140;140;140;720;E;F;C;D;3;G;A;C;D;B;B;B;B;B;B;A;A;B;D;B;B;D;A;B;B
210060103724;2023;3;F;1;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;B;B;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210060214012;2023;12;M;2;3;1;1;14;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;C;B;7;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210060550033;2023;7;F;1;1;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;F;1;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210059996351;2023;11;F;1;2;1;1;5;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;C;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
210059072359;2023;4;M;1;3;1;1;2;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;B;F;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
210060403527;2023;3;M;1;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;438;441;463.6;450;CEAABDDABBBBEEBDBEBDCCCBCAADCAEDEBDDEEDAABCBA;CDDACDCBADACDADDBBDCDACEBABDCCADDDBCACCEACBEC;BBBABBACEBADCDCAACDEACABDBACCDDAAEBCCEAAEBCAD;BADAAECACBDADBBCCAECDEDDBCABBCCCBDAEDECAADACC;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;100;60;60;100;20;340;E;F;F;F;4;E;A;B;C;B;A;B;A;B;B;B;A;A;B;A;A;D;A;B;B
210061135118;2023;8;M;1;3;1;1;5;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;592;621.3;604.1;621.6;DEBACABAAEBBCBDCBCDAABECCDDCBECCDBEBBBEDAADBB;CDAEAAABAABEAADECBCDABCCCEBACCDDACAABCDEEBDDA;BCDABDACCEDCCBBADEDEDCAECBABEACBAEAADBECBEAAE;BBACBDEBCCBDBDEBEEBBCDDBCAADDCDCCDADAEADADDEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;140;140;160;160;140;740;D;G;C;D;4;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;D;A;A;A
210061359034;2023;4;F;0;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;2;E;A;D;C;A;A;B;C;A;A;A;A;A;B;A;A;C;A;B;B
210059959625;2023;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;A;A;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210061223930;2023;2;F;1;1;1;2;0;2;1;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;577.8;576.9;523.9;668.1;CBCEDDBBBDBBECACCAEDECEACDDABEACDBEABECADBEAA;DDAECCEBDCCEADDECEDAABCDEBDAECDECACDBAABEADDB;BCAAEDACEEBCCDBCEDDBDCAECBECEACBECEADBCADBEAC;EBDCCABBCEACDECEEABEDEDDAABBADCCCDADBEBDADAEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;200;180;200;180;920;E;E;D;B;4;C;A;B;E;A;C;B;A;B;A;B;A;A;B;A;A;C;A;A;B
210059416330;2023;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;1222;1191;1201;1212;398.1;453.7;519.4;415.8;AECECEBCBDACBCCEBCACBDECDDAACCEDEBCBEACBADCBE;CEBDAEDCAACDEADECAABAAECDBADDEADDCEABDEDEBDEB;CCEBADCEEEDACBBDCDECCCBBDAADEABDDBAECAAEBECAB;CCADEABEADCBDEBACDECCADBADCBBCBCBDECDAABADBEE;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;140;200;160;160;160;820;C;C;D;D;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
210059628901;2023;5;F;1;3;1;2;0;2;1;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;B;3;B;A;B;B;A;B;B;A;B;A;A;A;A;A;A;A;B;A;A;B
210060002767;2023;4;F;1;3;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1223;1194;1203;1213;520.5;501.2;507.6;554.3;CEEADEAEEDCABCADCACBDACEDBDDBBCABDECEECEBDBBC;ADDDBBDACDEABCEBCBECEBAEABBCBBABEDADEEACEAADC;EBACEEAEECBDAEEBBABDACDBBCAEEDADACCDBEADDBAAC;EBDCEDCABDCCACDBDCCBCEBBCDEDECCAADCBACBCDEBCE;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;80;80;140;20;440;A;B;F;A;7;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
210059432443;2023;3;F;1;1;1;1;1;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;F;D;D;2;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210059033593;2023;1;F;1;3;1;3;0;1;;1;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1224;1192;1202;1214;455.5;565.6;558.2;566;DBAECABDCEBCAEDDCEAAEBCDCACAEEBDECABEBCCCADED;ABCADEADABDDBECCDDCBDECACEBDBBAAECDCECBDAABCD;CDAEACBEEEDCABBBDCABCBDABAECCBBEDDCDADBDEBEBC;EADBCDCEBDEBAEDBCDBEDABBEDCECAADCDBEBECEBDCDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;200;160;200;200;920;E;E;D;D;4;D;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210060396576;2023;7;F;1;3;1;1;5;1;;0;;;;;;;;1301902;Itacoatiara;13;AM;1;1;1;1;1224;1192;1202;1214;571.5;588.2;557.8;705.7;EBBCEECCEDBEABBEBEEDDBCBDABDECCCCEBCDEEBBCEAE;DAAADECDCDCABEBEEDEBEAACCBCABDACDCECDCEDDABCD;BBBDACEEEEDBACBCDEADBCBADAADBDBEDBCEBDCDADCEB;ECDDDDEEEEDABEDDEDBCECBCDDCACACCBDEBDDCABBCDC;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;200;180;200;200;940;E;E;C;D;2;D;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
